ProbeName,GSM1149106_M_Ns3.txt:gProcessedSignal(normalized),GSM1149107_M_Ns4.txt:gProcessedSignal(normalized),GSM1149108_M_Ns5.txt:gProcessedSignal(normalized),GSM1149109_M_Ns6.txt:gProcessedSignal(normalized),GSM1149110_M_Ns7.txt:gProcessedSignal(normalized),GSM1149111_M_Ns8.txt:gProcessedSignal(normalized),GSM1149112_M_Ns9.txt:gProcessedSignal(normalized),GSM1149113_M_Ns10.txt:gProcessedSignal(normalized),GSM1149114_M_Ns11.txt:gProcessedSignal(normalized),GSM1149115_M_Ns12.txt:gProcessedSignal(normalized),GSM1149116_M_Ns13.txt:gProcessedSignal(normalized),GSM1149117_M_Ns14.txt:gProcessedSignal(normalized),GSM1149118_M_Sm1.txt:gProcessedSignal(normalized),GSM1149119_M_Sm2.txt:gProcessedSignal(normalized),GSM1149120_M_Sm3.txt:gProcessedSignal(normalized),GSM1149121_M_Sm4.txt:gProcessedSignal(normalized),GSM1149122_M_Sm5.txt:gProcessedSignal(normalized),GSM1149123_M_Sm6.txt:gProcessedSignal(normalized),GSM1149124_M_Sm8.txt:gProcessedSignal(normalized),GSM1149125_M_Sm9.txt:gProcessedSignal(normalized),GSM1149126_M_Sm10.txt:gProcessedSignal(normalized),GSM1149127_M_SM11.txt:gProcessedSignal(normalized),GSM1149128_M_Sm12.txt:gProcessedSignal(normalized),GSM1149129_M_Sm13.txt:gProcessedSignal(normalized),GSM1149130_F_Ns1.txt:gProcessedSignal(normalized),GSM1149131_F_Ns3.txt:gProcessedSignal(normalized),GSM1149132_F_Ns5.txt:gProcessedSignal(normalized),GSM1149133_F_Ns6.txt:gProcessedSignal(normalized),GSM1149134_F_Ns7.txt:gProcessedSignal(normalized),GSM1149135_F_Ns8.txt:gProcessedSignal(normalized),GSM1149136_F_Ns9.txt:gProcessedSignal(normalized),GSM1149137_F_Ns10.txt:gProcessedSignal(normalized),GSM1149138_F_Ns11.txt:gProcessedSignal(normalized),GSM1149139_F_Ns12.txt:gProcessedSignal(normalized),GSM1149140_F_Ns13.txt:gProcessedSignal(normalized),GSM1149141_F_Ns14.txt:gProcessedSignal(normalized),GSM1149142_F_Sm1.txt:gProcessedSignal(normalized),GSM1149143_F_Sm2.txt:gProcessedSignal(normalized),GSM1149144_F_Sm3.txt:gProcessedSignal(normalized),GSM1149145_F_Sm4.txt:gProcessedSignal(normalized),GSM1149146_F_Sm5.txt:gProcessedSignal(normalized),GSM1149147_F_Sm6.txt:gProcessedSignal(normalized),GSM1149148_F_Sm7.txt:gProcessedSignal(normalized),GSM1149149_F_Sm8.txt:gProcessedSignal(normalized),GSM1149150_F_Sm9.txt:gProcessedSignal(normalized),GSM1149151_F_Sm10.txt:gProcessedSignal(normalized),GSM1149152_F_Sm11.txt:gProcessedSignal(normalized),GSM1149153_F_Sm12.txt:gProcessedSignal(normalized),GeneSymbol,EntrezGeneID,Go
A_24_P177964,10.790906,11.262117,11.873849,11.698007,11.415679,11.029874,12.115606,11.685501,11.669178,11.70556,11.890334,11.400952,11.208524,10.766599,11.472402,11.394591,11.179869,11.361564,11.70243,11.063264,11.200041,10.994903,11.347508,11.510633,10.623377,10.175117,10.860611,11.0286,11.018434,11.635049,12.002175,11.753802,11.768165,11.423379,11.257691,11.278587,11.417521,11.607529,11.496558,11.177387,11.351316,11.515787,11.531729,11.391833,11.189112,11.442286,11.274897,11.438366,NCKAP5L,57701.0,
A_23_P162486,12.112113,12.019505,12.1591015,12.581205,11.867013,12.176555,12.321582,13.044274,12.660508,12.102497,12.103572,12.358083,11.671913,11.848949,12.186164,12.501768,11.990941,12.216221,11.854225,11.659491,11.860336,11.77455,12.186008,12.075107,11.996567,11.280495,11.429174,11.357492,11.0892725,12.065583,12.820501,12.075205,12.383659,12.42989,12.035888,12.230618,12.543962,12.305114,12.325185,12.548238,11.94132,12.234468,12.325995,11.809413,11.740731,12.579804,11.673091,12.770768,PTPN6,5777.0,GO:0005515|GO:0042267|GO:0019221|GO:0050732|GO:0050900|GO:2000045|GO:0030154|GO:0035335|GO:0042130|GO:0060334|GO:0060337|GO:0060338|GO:0005001|GO:0042169|GO:0070372|GO:0060333|GO:0070062|GO:0019901|GO:0018108|GO:0014068|GO:0035855|GO:0007186|GO:0001784|GO:0050853|GO:0045577|GO:0017124|GO:0008284|GO:0008285|GO:0008283|GO:0050859|GO:0031295|GO:0051279|GO:0005634|GO:0060397|GO:0005829|GO:0005737|GO:0042105|GO:0006470|GO:0033277|GO:0005911|GO:0043407|GO:0002924|GO:0030220|GO:0004725|GO:0005730|GO:0033630|GO:0006915|GO:0050860|GO:0070527|GO:0016020|GO:0007596
A_32_P131090,6.1521993,6.7246833,6.6871867,6.7699003,6.876799,6.8962016,7.2781453,6.864945,6.821424,6.949687,6.8512616,6.5319767,6.196278,5.9729877,6.697158,6.892977,6.665923,6.874546,6.422222,6.4543114,6.5097265,6.5044975,7.0108,6.6032705,6.126259,6.3819413,6.418029,6.09479,6.8404016,6.8547153,6.593209,6.9309716,6.4692287,6.472342,6.622416,6.1114454,5.919892,6.18382,6.8325267,6.8990364,7.148835,6.9498444,6.726939,6.562933,6.672859,6.8910832,6.628394,6.3415027,,,
A_24_P217834,13.152699,13.616193,13.841296,14.088746,13.319008,13.484346,14.377265,14.885484,14.755462,14.458236,14.290019,14.391083,12.895861,13.374574,13.715129,13.911839,13.434998,13.448109,14.290196,14.07897,13.950904,14.009483,14.548729,14.41804,12.942694,12.05516,12.413116,13.380928,12.75018,14.644231,14.405659,14.168419,14.412655,14.23779,14.153476,14.18529,14.115447,14.103652,13.775337,13.877174,13.385894,14.675503,14.511644,14.292011,14.582005,14.854898,14.106313,14.446035,HIST1H3D,8351.0,GO:0005515|GO:0010467|GO:0046982|GO:0006325|GO:0006335|GO:0005576|GO:0005634|GO:0000228|GO:0003677|GO:0032776|GO:0043234|GO:0060968|GO:0016020|GO:0000183|GO:0007596|GO:0045814|GO:0040029|GO:0005654|GO:0000786|GO:0070062
A_23_P64962,4.1077724,2.9921262,4.062003,4.7476153,4.2536874,3.7021632,4.703467,4.027468,4.1584883,4.002994,5.55583,3.9600742,3.9145377,4.0874176,4.3807635,4.6363883,3.960116,4.0314493,4.1826334,4.7464714,4.8348265,3.9971812,4.776371,4.4529333,3.944149,2.4376588,3.1123343,3.9374027,3.4422216,3.8490124,3.998986,3.3369718,4.213597,4.31372,3.8379118,3.1462944,3.9685378,4.015432,3.7872066,4.8870897,4.423402,4.2972026,4.841777,4.4394574,4.586816,4.588975,3.9849446,4.5545487,,,
A_23_P93360,12.182935,11.632119,11.333303,11.644134,11.902845,11.499685,11.838699,12.406193,12.171787,11.67113,11.9205885,12.020539,11.52192,11.167602,11.737299,11.839566,11.4293785,11.66311,11.916521,11.764557,12.401651,11.3743515,12.095715,11.749446,11.481211,10.789876,10.921627,11.050664,11.365851,11.926367,11.999049,11.945537,11.924183,11.878673,11.46702,11.799035,12.333775,12.007116,11.96365,12.310709,11.738402,12.112867,11.637103,11.637057,11.692931,11.604252,11.392959,12.423789,AGER,177.0,GO:0005515|GO:0005886|GO:0009611|GO:0005576|GO:0031175|GO:0042802|GO:0050930|GO:0044548|GO:0051092|GO:0006954|GO:0005887|GO:0045087|GO:0004872|GO:0007166|GO:0004888
A_24_P940288,8.3449335,6.4256687,7.9804344,7.672857,7.0938964,7.335174,7.95193,8.665968,8.081066,7.989401,8.664727,8.564473,7.2826843,6.027329,8.360425,8.488171,7.5936785,6.6125464,7.5805035,7.0701585,7.4008255,7.2368264,8.171546,7.640595,7.66659,6.283428,6.6804466,6.866966,6.117742,7.8754954,7.773363,7.754589,8.013142,8.096472,7.433187,7.644055,7.720887,7.6092267,8.344509,8.862805,7.5220985,7.636025,7.903557,7.5485983,7.779779,7.5925946,6.9340825,8.584531,PGS1,9489.0,GO:0005739|GO:0005783|GO:0005509|GO:0005743|GO:0044281|GO:0032049|GO:0006644|GO:0005524|GO:0008444|GO:0006655|GO:0046474|GO:0046339
A_23_P106103,0.0,0.0,3.2880473,0.12808213,2.465848,0.0,4.2173843,0.0,1.6789786,4.1138687,4.198973,3.723408,3.0843482,2.8537943,0.91179895,1.6119888,2.0327544,2.185146,4.4190884,3.468767,4.3382773,4.2823744,5.547421,3.6728292,1.4968054,2.4105163,4.576362,3.5212443,1.9081315,4.0253696,1.8849777,4.2527614,3.361354,3.1467278,2.7477953,2.9698281,0.9143012,0.0,1.8360959,0.0,0.0,0.92925304,0.0,0.15329039,2.66959,0.0,2.6621106,2.009078,AKAP5,9495.0,GO:0005515|GO:0005516|GO:0005886|GO:0008179|GO:0030819|GO:0007268|GO:0006605|GO:0044281|GO:0010739|GO:0005829|GO:0007165|GO:0006112|GO:0050796|GO:0051018
A_23_P89871,5.2002788,6.694131,6.6780453,6.546015,6.049648,6.1093206,7.567777,6.8472176,6.703347,6.710907,6.7391553,7.0094266,4.8763328,6.639024,6.1354322,7.4502068,4.543106,5.2879057,5.053866,5.05779,6.160969,4.0957026,6.2536745,5.314164,4.5245156,2.8390253,4.80907,5.833056,6.0695434,5.217233,6.6479173,7.0366917,5.5882535,5.9967937,4.77677,3.4380467,5.899608,4.891933,7.0328383,6.152459,3.877106,6.8345623,5.097049,5.336424,5.515411,5.5588617,5.7376065,6.634417,ZNF415,55786.0,GO:0006355|GO:0005737|GO:0003700|GO:0015630|GO:0005730|GO:0003677|GO:0046872|GO:0006351
A_24_P115450,7.470292,7.671061,7.6871443,8.01408,7.122365,7.334123,7.722383,8.134021,8.073497,7.677685,7.7576413,7.736026,7.5541515,7.1814327,7.919464,8.061145,7.202497,7.3588433,6.7743545,7.442411,7.3354,7.604351,7.799398,7.547468,7.423597,7.6848817,7.524917,6.408502,6.552733,7.4572067,7.828399,7.54762,7.7755322,7.7083173,7.551762,7.735454,7.6425395,7.5530076,7.696342,7.954996,7.2949257,7.782073,7.8866653,7.2831087,7.8464394,7.6394053,7.2863545,8.160497,BIN3,55909.0,GO:0010591|GO:0005515|GO:0014839|GO:0000910|GO:0005737|GO:0008104|GO:0005884|GO:0048741|GO:0007015|GO:0000917|GO:0009826|GO:0008093
A_23_P326009,1.856707,0.0,2.481225,2.8563335,2.3027782,2.8090677,4.8803964,4.170603,3.6332848,3.8516629,4.0338645,3.7693813,2.6831346,2.6505976,1.8647362,1.6811227,2.5175686,1.9034606,3.398078,4.029724,3.3299375,4.08565,3.9194078,3.9402494,2.3565552,2.2357085,0.09678142,0.6835662,0.0953938,4.1828,3.5532203,4.265558,3.3299143,2.9991827,3.9921293,0.0,1.4369863,3.419191,4.0164757,3.430055,3.9206161,4.0010633,3.1636536,4.576291,4.567707,4.191985,4.0415835,4.1783423,ZNF471,57573.0,GO:0006355|GO:0003700|GO:0005634|GO:0003677|GO:0046872|GO:0006351
A_32_P230465,7.542565,7.9595532,7.902315,7.587442,8.60303,7.6818423,8.112242,9.196173,8.36831,7.7148743,8.350583,8.477152,8.6682,9.485196,8.03236,8.594787,7.6099806,8.058276,7.634739,8.547904,8.632028,8.5117035,8.577061,8.504641,7.6178737,8.600667,8.844156,9.762883,8.025554,8.22213,8.515667,8.571121,8.981655,8.441939,7.9245696,8.950066,8.208859,7.728542,7.6560993,9.111153,8.199008,8.368837,8.239814,8.110918,8.10042,8.321152,7.7745137,8.830148,RSBN1L,222194.0,GO:0005634
A_24_P743672,7.765467,8.543034,8.694277,8.54938,8.245751,8.145694,8.52775,8.427113,8.350028,8.152386,8.101606,8.139624,7.9625044,7.5089054,8.151912,8.3342905,7.798858,8.280953,8.107968,8.024678,8.08688,8.138729,8.334446,8.223948,7.6085043,6.782499,7.5371637,7.5378976,8.055985,8.126199,8.379744,8.314231,8.318949,8.039663,8.061708,7.878722,7.7441106,7.988788,8.680655,8.131584,8.317918,8.398406,8.318707,8.025057,8.387079,8.220145,8.085247,7.539633,,,
A_23_P62583,10.624323,10.799467,10.527373,10.309683,10.686533,10.541826,10.557799,10.784364,10.87204,10.338747,10.308902,10.908366,10.7449665,10.555646,10.362536,10.779619,9.984304,10.426882,9.7623825,9.503763,10.192943,9.148839,10.047923,9.672918,10.721575,9.775234,9.874708,9.923531,10.8737,10.39797,10.355487,10.749682,10.581372,10.947378,9.86311,10.046837,10.755283,10.871364,11.231679,10.934789,10.3523,10.627349,10.150898,9.756765,9.7179785,9.95351,9.764847,10.623143,MEGF6,1953.0,GO:0005515|GO:0008150|GO:0005509|GO:0005576|GO:0005575
A_32_P373557,0.0,0.0,0.0,0.0,0.48550823,0.0,3.0096655,0.0,0.12480586,0.0,0.0,0.15662442,0.0,0.0,0.0,0.0,0.74403274,0.0,1.1864105,2.3094893,2.8957999,1.798374,1.1748985,1.7407415,0.9294494,0.0,2.6074088,0.0,1.1653936,3.143774,1.6686625,2.0848386,1.82555,0.0,1.3930268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1354705,0.0,1.4346048,1.8497584,0.0,DTWD2,285605.0,
A_23_P41145,6.5182743,6.3623,6.334092,6.5446663,6.930676,6.7335753,7.0784283,7.0927153,7.285,6.7254753,8.581625,7.3494644,6.181411,6.2675467,6.9683924,6.813004,5.552789,6.4295735,6.6967645,6.552535,7.246445,6.0716987,6.9176755,6.8520274,5.970084,4.6275454,5.304413,5.6206264,5.866493,7.0859375,7.025906,7.519096,7.121206,6.838639,6.293366,6.7623076,6.692967,6.502638,6.5942373,7.3873763,6.357041,7.279943,6.913433,6.476039,6.6579776,7.1267066,6.407453,6.8899903,FAM3D,131177.0,GO:0005576|GO:0046676|GO:0005125
A_24_P154037,11.856323,11.961459,11.357324,11.645135,11.698377,11.406182,12.299281,12.379477,11.85998,11.970357,12.078325,12.202471,10.74378,11.409344,11.975987,12.022151,11.12168,11.379325,11.358097,11.910446,11.700281,10.957103,11.011181,11.709864,11.023741,10.940387,10.222436,11.170456,10.188235,11.965294,11.979666,11.78974,11.61196,12.251738,11.803648,12.092557,11.379983,11.67874,12.983416,12.100771,11.009373,12.220775,11.339695,11.902087,11.104412,12.30235,11.435593,12.151001,IRS2,8660.0,GO:0005515|GO:0008286|GO:0008284|GO:0005886|GO:0008283|GO:0030890|GO:0005158|GO:0030879|GO:0060397|GO:0005829|GO:0010907|GO:0071889|GO:0007173|GO:0046326|GO:0002903|GO:0006006|GO:0032024|GO:0004871|GO:0071333|GO:0033673|GO:0048011|GO:0032869|GO:0030335|GO:0045725|GO:0019901|GO:0048015|GO:0019903|GO:0019904|GO:0055088|GO:0010748|GO:0002053|GO:0009749|GO:0019216|GO:0007165|GO:0007420|GO:0008543|GO:0045087|GO:0032000|GO:0038095|GO:0043548
A_24_P303052,0.0,0.0,0.0,0.0,0.0,0.0,0.3850124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7654903,3.0973566,1.8321415,2.7958245,2.34729,0.0,0.0,1.6946137,0.81923825,0.0,0.0,2.1978714,0.0,0.0,0.0,1.5065371,1.3558788,0.0,0.7186278,0.0,2.2883487,0.0,0.1865512,0.0,0.0,1.6523758,1.6299841,1.5813475,1.142688,0.0,PPARGC1A,10891.0,GO:0005515|GO:0006367|GO:0001659|GO:0009409|GO:0006094|GO:2000310|GO:0050681|GO:0071398|GO:0043524|GO:0042594|GO:0000166|GO:0071356|GO:0005665|GO:0071250|GO:0045820|GO:0031625|GO:0016922|GO:0019395|GO:0006996|GO:0001104|GO:0014850|GO:0003713|GO:0046321|GO:0051552|GO:0031490|GO:0032922|GO:0071871|GO:0050873|GO:0007623|GO:0005654|GO:0071873|GO:0007005|GO:0045893|GO:0008134|GO:0008380|GO:0097067|GO:0001678|GO:0003723|GO:0005634|GO:0035066|GO:2000272|GO:0005829|GO:0051091|GO:0030374|GO:0045944|GO:0043201|GO:0006397|GO:0006355|GO:2001171|GO:0010822|GO:0008209|GO:0007586|GO:0045722|GO:0050821|GO:0071456|GO:0048661|GO:0003677|GO:0022904|GO:0043565|GO:0045333|GO:0006461|GO:0016605|GO:0042752|GO:2000507|GO:0034599|GO:0006012|GO:0030521
A_24_P307103,7.8156724,8.256409,8.203686,8.2558,8.091647,7.795617,8.774637,8.629914,8.584944,8.483571,8.260804,8.314521,7.832957,7.7906103,8.118643,8.72337,8.2307625,7.9059033,8.136031,8.1479435,8.103929,8.1378355,8.5156355,8.145181,7.9387517,6.402888,7.3691306,7.293465,7.9022975,8.099913,8.309557,8.458833,8.087836,8.509189,8.141679,8.19697,7.9938655,8.234144,8.311879,8.565225,7.977138,8.390699,7.931458,8.045453,8.437877,8.104406,8.087578,8.272137,SPDYE3,441272.0,
A_24_P97374,9.6435175,9.53892,9.402801,9.152788,9.285047,9.959997,10.481946,9.502273,10.049766,10.690428,10.3225,11.381729,8.731598,9.161163,10.515012,9.910311,8.550842,9.778934,11.492766,9.481856,10.8531475,11.921926,12.285081,11.1178875,9.126428,8.733109,10.227857,9.296854,9.365808,10.684937,10.724184,11.183639,10.588728,10.404747,11.364993,10.960483,8.885398,8.227824,9.120939,9.467639,8.965938,9.824014,8.918137,9.732881,9.41456,9.834818,9.29227,10.678964,EOMES,8320.0,GO:0001191|GO:0003700|GO:0045597|GO:0005634|GO:0035914|GO:0001714|GO:0021796|GO:0021772|GO:0045944|GO:0002302|GO:0032609|GO:0021895|GO:0001102|GO:0001706|GO:0001707|GO:0000977|GO:0060706|GO:0000122|GO:0060809|GO:0001829|GO:0003677|GO:0006351|GO:0043565|GO:0007420|GO:0003682|GO:0019827|GO:0045664|GO:0010002|GO:0045893
A_24_P482491,1.4703552,1.4849161,2.8895652,3.0060062,2.1593902,3.3371487,2.2478216,2.8007874,2.2928848,2.6301382,3.393232,3.7903538,1.0437518,1.2622113,0.0,0.43903267,1.9875264,0.0,1.9699789,3.533916,3.6080828,1.9717345,2.2015655,3.231056,3.0770538,2.332712,0.16188258,2.3744538,1.9378706,3.183209,1.4325367,2.3799436,1.9795246,3.6788685,2.1426456,0.0,3.0326505,3.5380416,4.234596,0.0,0.0,4.0496116,2.494322,2.935203,3.0490563,3.23366,3.0290303,3.2168598,,,
A_23_P208516,14.879393,14.791123,15.154384,15.459475,14.843007,14.920225,15.19622,15.83685,15.449711,14.952788,15.275876,15.287743,14.78637,14.830772,15.304829,15.39841,14.99984,15.011125,15.320963,14.695273,15.066427,14.147865,15.142039,14.926009,14.724671,14.702611,14.788902,14.824222,14.213788,14.977189,15.087269,14.982256,15.210433,15.21359,14.460246,15.237424,15.577105,15.583743,15.337257,15.335518,15.106491,15.43075,15.186969,14.293218,14.777648,14.780097,14.297049,15.6582365,MBOAT7,79143.0,GO:0005515|GO:0016020|GO:0036149|GO:0071617|GO:0021591|GO:0005789|GO:0044281|GO:0016021|GO:0021819|GO:0006644|GO:0046474
A_23_P29204,9.114281,8.974523,8.844073,8.982435,8.531368,8.412583,9.666945,9.299884,9.240397,8.7556,8.716577,8.563388,8.413478,9.34995,9.305994,9.265832,9.431331,8.936798,8.899776,7.8899856,9.02828,9.054173,9.376578,8.998535,9.269845,8.6504,9.155776,7.983293,10.174916,10.378731,9.966907,9.417494,9.644734,8.958533,9.343275,9.565683,8.941092,8.930545,8.762818,8.9333105,8.810234,9.345244,8.735581,8.092309,9.389819,8.765023,8.479457,9.446635,MTFP1,51537.0,GO:0000266|GO:0005743|GO:0006915|GO:0016021
A_24_P214858,8.845525,8.449523,8.497494,9.578041,8.752141,8.972987,9.15058,9.941139,10.298847,9.577325,9.488543,9.753925,8.896547,8.4101515,8.920154,8.861478,8.503365,8.886382,9.48726,9.19526,9.279575,8.829039,8.845064,9.397018,8.923156,7.181069,7.82786,8.073456,7.353079,9.3436575,8.657654,8.565642,9.604392,9.911417,9.493015,9.663797,10.103431,9.160657,8.779887,8.827448,8.268956,9.355956,8.814985,8.153218,10.0007715,9.379587,9.218671,10.559304,TREML2,79865.0,GO:0005515|GO:0042110|GO:0009986|GO:0005886|GO:0004872|GO:0016021
A_24_P925490,0.0,0.0,0.0,0.0,0.9945559,0.0,1.7655898,0.0,0.0,0.0,1.1846409,0.0,2.873004,1.8058459,0.0,0.0,0.0,0.78528106,1.8351197,2.6341777,1.8239628,0.012246867,1.4508075,0.0,1.1565202,1.5910039,0.0,0.36787316,1.4811765,1.7662474,2.1242816,0.0,1.9843143,0.0,0.0,4.0638,1.4415531,0.0,0.0,0.0,2.4818826,0.0,0.0,0.06151771,0.0,0.10457011,0.0,0.0,,,
A_23_P136961,8.138932,8.659261,8.948016,8.75241,8.660126,8.685988,9.28363,9.244177,9.117001,8.8487835,8.982649,8.92969,8.343303,8.315029,8.693264,8.964219,8.350184,8.564679,8.859296,8.669831,8.647007,8.77647,9.056009,8.864942,7.994911,6.9058733,7.645023,8.155399,8.392123,9.06175,8.946555,9.039754,8.972698,8.708124,8.699957,8.503242,8.79159,8.496307,8.806866,8.851098,8.646443,8.925232,8.964599,8.819936,8.82146,8.871595,8.738084,8.337862,,,
A_24_P71700,9.324914,9.137641,9.707762,9.511151,9.420987,9.038639,10.420767,9.995669,10.033427,10.19079,9.981678,9.690204,9.174387,8.815125,9.71331,9.935048,8.739642,9.464532,9.307652,9.375508,10.07819,8.556185,8.526968,9.953359,8.879219,8.685398,9.081135,8.860219,8.538489,9.184725,9.733787,9.685448,9.803627,9.410211,9.19231,9.550753,9.01714,9.332827,9.570029,9.632067,9.591768,10.473943,9.802039,9.84,8.386005,9.488836,9.117971,9.6976385,ZBTB47,92999.0,GO:0006355|GO:0005634|GO:0003677|GO:0046872|GO:0006351
A_23_P213620,8.632262,8.844388,8.461651,8.179269,8.161928,8.698261,9.805629,8.942043,8.793027,9.533713,9.237621,9.744539,7.858831,8.316745,9.052505,8.973649,8.0889635,8.618936,10.157289,8.706343,9.610386,10.405253,11.599615,9.926149,8.253482,8.54718,8.231256,8.195319,8.475755,10.107835,9.296099,10.0538025,9.3895445,8.949642,10.099169,9.779228,8.248992,8.160538,8.46176,8.099637,8.030622,9.420666,8.37634,9.060123,9.090007,8.79975,8.466442,9.042903,PPP2R2B,5521.0,GO:0005739|GO:0005515|GO:0007165|GO:0050790|GO:0008601|GO:0006915|GO:0000159|GO:0005741|GO:0005856
A_24_P109272,8.143764,8.366188,8.239765,8.217025,8.014224,8.08231,8.360414,8.656123,8.197725,7.999346,8.089826,8.42602,8.057961,7.7484717,8.233407,8.777713,8.084214,8.012482,8.248259,7.568307,8.152458,8.056392,8.859846,8.162727,8.09295,6.6811457,7.819784,7.0966926,7.765322,7.94977,8.151976,8.084381,8.130201,8.049249,7.8550076,7.759027,8.179417,8.383178,8.612285,8.713969,8.1195,8.005359,7.685971,8.142603,8.209289,8.024088,7.3769197,8.691157,ADD1,118.0,GO:0005516|GO:0048471|GO:0020027|GO:0030036|GO:0005886|GO:0071300|GO:0005634|GO:0042803|GO:0006921|GO:0006884|GO:0005829|GO:0030968|GO:0032092|GO:0045807|GO:0051016|GO:0042608|GO:0051015|GO:0048873|GO:0043197|GO:0035264|GO:0045111|GO:0051017|GO:0046982|GO:0006915|GO:0014069|GO:0030507|GO:0003779|GO:0001701|GO:0045766|GO:0000902|GO:0005198|GO:0030218|GO:0005654|GO:0008290|GO:0006987|GO:0044267|GO:0005925|GO:0008134
A_24_P202329,5.2289214,5.566623,5.9699283,5.6035852,5.6790423,5.4596677,6.0090327,5.9232984,5.703892,5.7327046,5.3384132,5.4481454,5.321033,5.0009465,5.5772657,5.9300785,5.5952773,6.3158274,5.4707127,5.2409396,5.5161195,5.4712324,6.355798,5.6648273,5.162039,4.505411,4.5982566,5.0551596,5.2352724,5.4965177,5.6404424,5.7637477,5.450313,5.4555535,5.5009203,4.5522356,5.727898,5.439422,5.9098682,6.0803175,5.7193856,5.714795,5.6486382,5.769407,5.511032,5.878103,5.5182548,5.060019,LOC146880,146880.0,
A_24_P178963,8.552504,8.883631,8.935486,9.231993,8.689073,8.698694,8.650924,9.006545,8.495201,8.187677,8.342089,8.295175,8.569157,8.180355,9.53464,9.390044,9.000984,8.913434,7.990734,8.003211,7.9853606,7.7817526,7.7897725,8.038527,8.291843,7.1763387,7.617409,8.705898,7.836466,7.948581,8.74677,8.461667,8.61298,8.169173,7.8356795,7.842946,9.39391,8.861075,9.009923,9.276612,8.8963375,8.161121,8.500832,7.731909,7.7138042,8.196683,7.373595,9.027278,,,
A_23_P105957,13.411544,12.417562,12.833332,13.084844,12.550815,12.554256,13.05845,13.904496,13.371997,12.871729,13.497731,13.101827,12.372223,12.515178,12.831147,12.740688,12.7407055,12.767414,12.599465,12.717899,12.702934,12.141778,12.590431,12.856264,13.060907,11.90409,11.6173315,12.18789,12.037008,12.986238,12.962995,13.044308,13.102237,13.2000675,12.451089,13.0088,13.143986,13.374143,12.941796,13.375718,12.24272,12.876933,13.108129,12.020151,12.3281975,12.935771,12.693098,13.506786,ACTN1,87.0,GO:0005515|GO:0003725|GO:0030018|GO:0005886|GO:0005634|GO:0042995|GO:0005615|GO:0005829|GO:0031143|GO:0005916|GO:0005737|GO:0051015|GO:0030374|GO:0043197|GO:0030198|GO:0048041|GO:0031093|GO:0051764|GO:0051017|GO:0070062|GO:0001725|GO:0034329|GO:0005509|GO:0019904|GO:0030168|GO:0042981|GO:0005576|GO:0001726|GO:0044325|GO:0005178|GO:0007596|GO:0002576|GO:0017166|GO:0030864|GO:0051271|GO:0005925
A_24_P929818,5.764857,6.946174,5.5248866,3.7316926,4.5708504,5.9280934,6.9129233,6.375409,4.0935307,4.8328633,6.131705,7.158891,4.9904275,2.7968247,6.407409,4.798345,5.5748034,5.634728,4.5537157,5.1179028,5.928058,4.7831078,5.2872047,4.9090333,4.8168545,2.7428236,5.492808,2.566374,2.773795,4.7720933,4.395871,6.9610085,4.2426496,4.204304,6.8209357,2.77085,7.0841703,3.416537,4.3114085,6.85697,4.8718777,4.5520225,4.719184,4.693422,6.8075237,6.004667,6.1328945,6.1231036,,,
A_23_P119735,0.0,0.50680405,0.0,0.0,1.8789713,1.459813,3.7182467,3.3808997,3.492025,3.504394,3.8731182,4.535826,1.2716708,0.9790903,3.401733,3.0565379,0.6598031,2.6985002,2.7236881,3.2932122,3.1556573,4.534472,4.873913,3.3344967,1.7461644,3.4094357,3.3176708,2.6382127,3.7294416,3.4884095,3.3175533,4.5105596,4.5691376,2.7140222,3.6418338,2.7844274,2.140439,0.0,0.0,2.9567618,1.9740117,2.4074702,0.81940496,2.5943148,2.1608438,3.4830701,3.416791,3.04643,ZFP30,22835.0,GO:0006355|GO:0003700|GO:0005634|GO:0003677|GO:0046872|GO:0006351
A_24_P920264,0.0,0.0,1.6476908,0.38208625,0.057669368,1.1326268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9190204,4.460261,0.0,0.95669305,0.0,2.6787934,3.8077197,1.795552,1.8672591,0.0,1.8242184,0.0,0.0,0.0,1.3751129,1.5675644,0.0,1.8947281,0.0,1.8720293,1.2897406,0.0,0.9665139,0.0,0.0,0.0,0.18043686,0.13073583,0.0,1.8841301,2.0078871,2.0093658,1.6282059,0.0,,,
